course_id,course_title,category,instructor_id,difficulty_level,duration_hours,price,published_date
c05858,Data Science Course 5858,Data Science,i03918,Intermediate,31,96.62,5/10/2023
c05859,Data Science Course 5859,Data Science,i08071,Intermediate,52,74.35,8/27/2022
c05860,Music Course 5860,Music,i04438,Beginner,48,29.47,5/20/2022
c05861,History Course 5861,History,i04472,Intermediate,20,124.21,11/25/2023
c05862,AI Course 5862,AI,i00801,Beginner,32,36.97,3/7/2022
c05863,Programming Course 5863,Programming,i07544,Beginner,51,32.15,7/27/2021
c05864,AI Course 5864,AI,i08028,Beginner,33,58.26,11/7/2021
c05865,AI Course 5865,AI,i09269,Beginner,7,59.91,11/22/2020
c05866,Math Course 5866,Math,i00203,Intermediate,44,125.43,1/26/2023
c05867,History Course 5867,History,i04662,Beginner,34,72.9,6/12/2022
c05868,Programming Course 5868,Programming,i05579,Intermediate,23,102.05,9/4/2022
c05869,Data Science Course 5869,Data Science,i06706,Advanced,34,110.55,8/4/2021
c05870,Data Science Course 5870,Data Science,i03635,Beginner,30,63.41,8/17/2023
c05871,Music Course 5871,Music,i07988,Beginner,29,23.59,10/18/2022
c05872,Biology Course 5872,Biology,i08715,Beginner,19,59.2,3/6/2021
c05873,AI Course 5873,AI,i03315,Intermediate,26,102.91,10/3/2022
c05874,History Course 5874,History,i01882,Intermediate,37,70.85,10/9/2023
c05875,Programming Course 5875,Programming,i03815,Intermediate,10,64.81,4/18/2021
c05876,History Course 5876,History,i00004,Beginner,27,27.18,1/14/2022
c05877,Design Course 5877,Design,i09489,Advanced,34,175.13,7/16/2020
c05878,History Course 5878,History,i00815,Beginner,23,69.98,7/1/2023
c05879,Physics Course 5879,Physics,i00579,Beginner,11,63.71,8/20/2022
c05880,Biology Course 5880,Biology,i01456,Beginner,38,52.83,11/26/2021
c05881,Programming Course 5881,Programming,i04713,Intermediate,22,119.37,6/25/2018
c05882,AI Course 5882,AI,i06642,Advanced,22,102.63,1/27/2023
c05883,Music Course 5883,Music,i05161,Beginner,45,60.34,4/13/2023
c05884,Design Course 5884,Design,i04973,Advanced,46,181,8/4/2022
c05885,Data Science Course 5885,Data Science,i05128,Beginner,46,37.43,12/18/2021
c05886,Music Course 5886,Music,i08842,Advanced,36,179.32,10/24/2020
c05887,Programming Course 5887,Programming,i04532,Beginner,46,52.24,12/22/2019
c05888,AI Course 5888,AI,i05775,Beginner,15,29.81,3/9/2023
c05889,Music Course 5889,Music,i09480,Beginner,36,20.81,9/1/2021
c05890,Data Science Course 5890,Data Science,i06744,Beginner,20,59.97,3/25/2023
c05891,Design Course 5891,Design,i02172,Intermediate,39,116.81,9/14/2020
c05892,Biology Course 5892,Biology,i04361,Intermediate,16,75.73,12/25/2023
c05893,Music Course 5893,Music,i03514,Advanced,49,155.79,6/5/2019
c05894,Music Course 5894,Music,i05144,Intermediate,21,92.02,8/7/2023
c05895,Math Course 5895,Math,i04089,Beginner,21,21.25,3/31/2021
c05896,Biology Course 5896,Biology,i00121,Intermediate,40,94.42,2/14/2023
c05897,Data Science Course 5897,Data Science,i00369,Beginner,40,22.78,8/2/2021
c05898,Design Course 5898,Design,i06876,Beginner,19,72.25,2/13/2022
c05899,Physics Course 5899,Physics,i05271,Beginner,51,44.23,11/30/2020
c05900,Biology Course 5900,Biology,i09154,Beginner,50,54.38,4/24/2023
c05901,AI Course 5901,AI,i07940,Advanced,52,179.53,9/25/2022
c05902,Programming Course 5902,Programming,i05991,Advanced,51,110.17,9/19/2021
c05903,Biology Course 5903,Biology,i03323,Beginner,36,42.44,4/1/2022
c05904,Biology Course 5904,Biology,i08244,Beginner,53,54.13,12/2/2020
c05905,Music Course 5905,Music,i05909,Advanced,27,121.22,3/30/2023
c05906,Physics Course 5906,Physics,i02895,Advanced,40,136.14,3/12/2021
c05907,Data Science Course 5907,Data Science,i03563,Beginner,12,41.05,6/19/2022
c05908,Design Course 5908,Design,i04428,Intermediate,50,79.64,12/4/2023
c05909,Math Course 5909,Math,i03450,Advanced,20,182.04,6/21/2021
c05910,Biology Course 5910,Biology,i02625,Beginner,21,64.64,1/13/2023
c05911,Programming Course 5911,Programming,i06260,Intermediate,46,65.44,3/15/2021
c05912,Data Science Course 5912,Data Science,i04192,Advanced,6,166.46,9/3/2023
c05913,Biology Course 5913,Biology,i06363,Intermediate,16,59.99,8/6/2021
c05914,Math Course 5914,Math,i05306,Intermediate,6,100.1,6/26/2021
c05915,Music Course 5915,Music,i09639,Intermediate,26,59.19,7/16/2022
c05916,Data Science Course 5916,Data Science,i06880,Advanced,50,113.9,3/23/2022
c05917,Music Course 5917,Music,i08102,Advanced,52,132.32,10/13/2021
c05918,Design Course 5918,Design,i07457,Intermediate,22,83.8,3/21/2022
c05919,Programming Course 5919,Programming,i09710,Advanced,40,154.78,8/30/2021
c05920,Programming Course 5920,Programming,i05337,Intermediate,51,129.17,12/9/2022
c05921,Programming Course 5921,Programming,i02058,Beginner,23,36.56,6/3/2023
c05922,AI Course 5922,AI,i05487,Advanced,47,127.01,1/4/2023
c05923,AI Course 5923,AI,i03245,Advanced,38,119.37,3/22/2023
c05924,Programming Course 5924,Programming,i00282,Beginner,8,76.44,3/29/2023
c05925,Music Course 5925,Music,i06599,Advanced,54,150.54,2/13/2020
c05926,Business Course 5926,Business,i02941,Advanced,18,179.74,10/28/2020
c05927,Design Course 5927,Design,i01571,Intermediate,49,66.3,6/10/2020
c05928,Data Science Course 5928,Data Science,i07858,Beginner,10,32.74,7/18/2021
c05929,Design Course 5929,Design,i09354,Intermediate,24,110.09,7/22/2023
c05930,Data Science Course 5930,Data Science,i01012,Advanced,31,198.99,6/10/2020
c05931,AI Course 5931,AI,i06469,Beginner,11,79.8,9/21/2021
c05932,History Course 5932,History,i08057,Advanced,34,161.89,9/8/2023
c05933,Data Science Course 5933,Data Science,i02949,Beginner,38,35.52,6/2/2021
c05934,Music Course 5934,Music,i06342,Intermediate,33,52.77,11/13/2023
c05935,AI Course 5935,AI,i07577,Beginner,50,69.77,9/28/2018
c05936,Business Course 5936,Business,i06886,Intermediate,35,93.03,12/11/2021
c05937,Design Course 5937,Design,i06612,Intermediate,17,114.66,12/5/2021
c05938,Biology Course 5938,Biology,i04214,Advanced,53,177.73,1/5/2023
c05939,AI Course 5939,AI,i08966,Intermediate,38,84,10/22/2022
c05940,Data Science Course 5940,Data Science,i09924,Advanced,35,123.61,6/5/2023
c05941,Programming Course 5941,Programming,i09057,Beginner,6,27.73,12/17/2021
c05942,Design Course 5942,Design,i08905,Beginner,31,34.21,3/7/2021
c05943,Music Course 5943,Music,i00294,Beginner,52,72.67,7/1/2023
c05944,Business Course 5944,Business,i08188,Advanced,28,176.52,5/20/2021
c05945,Physics Course 5945,Physics,i04978,Beginner,11,79.91,4/7/2022
c05946,Math Course 5946,Math,i06821,Advanced,6,110.3,12/18/2023
c05947,Music Course 5947,Music,i00644,Intermediate,12,88.53,3/4/2020
c05948,Music Course 5948,Music,i02148,Advanced,30,165.3,10/3/2023
c05949,Music Course 5949,Music,i04589,Beginner,28,33.42,7/10/2021
c05950,Programming Course 5950,Programming,i07141,Advanced,23,171.32,6/27/2023
c05951,History Course 5951,History,i07450,Intermediate,31,81.4,6/19/2020
c05952,Math Course 5952,Math,i07613,Intermediate,47,103.23,3/22/2021
c05953,Programming Course 5953,Programming,i05469,Advanced,46,160.52,5/21/2023
c05954,Programming Course 5954,Programming,i08664,Intermediate,9,111.22,11/22/2023
c05955,Programming Course 5955,Programming,i08411,Advanced,40,161.56,11/25/2020
c05956,Business Course 5956,Business,i09075,Intermediate,5,99.67,9/3/2023
c05957,Business Course 5957,Business,i02664,Beginner,13,53.51,8/26/2022
c05958,History Course 5958,History,i06237,Intermediate,14,100.24,6/15/2022
c05959,Math Course 5959,Math,i02727,Intermediate,54,68.44,2/4/2022
c05960,Math Course 5960,Math,i09842,Advanced,44,120.14,2/11/2022
c05961,Business Course 5961,Business,i00056,Advanced,36,149.9,4/13/2023
c05962,Business Course 5962,Business,i00524,Advanced,15,159.12,12/31/2019
c05963,Physics Course 5963,Physics,i08489,Advanced,14,111.05,4/8/2019
c05964,Programming Course 5964,Programming,i09184,Intermediate,30,92.16,11/14/2018
c05965,Math Course 5965,Math,i03623,Beginner,6,26.77,12/9/2023
c05966,History Course 5966,History,i00279,Beginner,9,41.05,3/14/2020
c05967,Biology Course 5967,Biology,i07342,Intermediate,40,124.62,11/25/2022
c05968,AI Course 5968,AI,i00588,Beginner,30,37.52,3/11/2021
c05969,Math Course 5969,Math,i07897,Beginner,16,43.27,10/20/2023
c05970,Math Course 5970,Math,i02785,Beginner,43,42.63,2/13/2021
c05971,Physics Course 5971,Physics,i02810,Intermediate,32,104.45,8/23/2020
c05972,AI Course 5972,AI,i03511,Intermediate,10,93.39,3/15/2019
c05973,Design Course 5973,Design,i03615,Intermediate,47,129.81,8/13/2020
c05974,Programming Course 5974,Programming,i00752,Beginner,5,64.96,12/7/2021
c05975,Business Course 5975,Business,i07068,Intermediate,12,87.1,3/13/2022
c05976,Math Course 5976,Math,i06736,Advanced,5,138.96,12/16/2023
c05977,Biology Course 5977,Biology,i08681,Beginner,51,43.6,3/6/2022
c05978,Biology Course 5978,Biology,i05354,Intermediate,40,122.52,1/2/2022
c05979,Programming Course 5979,Programming,i01073,Intermediate,17,51.55,5/26/2020
c05980,AI Course 5980,AI,i06715,Beginner,37,28.16,4/3/2020
c05981,AI Course 5981,AI,i09986,Advanced,39,165.29,4/24/2022
c05982,History Course 5982,History,i02947,Beginner,18,69.34,10/26/2022
c05983,History Course 5983,History,i03819,Intermediate,13,63.94,7/17/2023
c05984,Math Course 5984,Math,i07360,Intermediate,23,55.61,10/23/2022
c05985,Physics Course 5985,Physics,i04762,Beginner,44,53.81,5/30/2023
c05986,Design Course 5986,Design,i06164,Beginner,33,69.54,4/8/2023
c05987,Music Course 5987,Music,i09010,Advanced,48,149.74,11/16/2022
c05988,History Course 5988,History,i09254,Intermediate,45,84.38,9/15/2022
c05989,Business Course 5989,Business,i06155,Beginner,5,35.64,4/26/2023
c05990,Biology Course 5990,Biology,i06975,Advanced,32,163.45,11/28/2023
c05991,Math Course 5991,Math,i07455,Advanced,18,163.76,12/15/2021
c05992,Data Science Course 5992,Data Science,i04376,Beginner,13,31.89,9/5/2022
c05993,History Course 5993,History,i01156,Beginner,45,60.25,8/6/2022
c05994,Programming Course 5994,Programming,i03193,Intermediate,10,112.95,1/19/2023
c05995,Business Course 5995,Business,i05060,Beginner,19,25.59,11/10/2023
c05996,History Course 5996,History,i00392,Advanced,39,107.02,11/8/2020
c05997,Physics Course 5997,Physics,i04388,Advanced,54,114.76,5/17/2021
c05998,Programming Course 5998,Programming,i01372,Advanced,42,103.04,7/26/2019
c05999,Data Science Course 5999,Data Science,i06807,Advanced,5,146.56,7/19/2023
c06000,Math Course 6000,Math,i09381,Advanced,11,121.08,6/3/2023
c06001,Data Science Course 6001,Data Science,i00855,Intermediate,42,106.43,1/20/2022
c06002,History Course 6002,History,i07445,Intermediate,34,70.3,7/15/2023
c06003,History Course 6003,History,i01472,Beginner,21,30.83,7/4/2022
c06004,Math Course 6004,Math,i07581,Intermediate,6,95.39,8/23/2023
c06005,Math Course 6005,Math,i07850,Intermediate,5,59.5,11/22/2023
c06006,AI Course 6006,AI,i00325,Beginner,13,49.31,6/18/2021
c06007,Business Course 6007,Business,i01123,Beginner,5,41.29,4/11/2022
c06008,Music Course 6008,Music,i07087,Advanced,21,170.17,11/4/2021
c06009,Programming Course 6009,Programming,i01982,Beginner,26,26.56,5/26/2023
c06010,Math Course 6010,Math,i05912,Intermediate,51,83.78,11/30/2020
c06011,Physics Course 6011,Physics,i00355,Intermediate,12,78.97,5/28/2022
c06012,AI Course 6012,AI,i03605,Advanced,24,143.57,9/9/2022
c06013,Music Course 6013,Music,i08942,Intermediate,28,99.9,11/9/2023
c06014,Design Course 6014,Design,i07295,Advanced,46,192.59,11/17/2022
c06015,History Course 6015,History,i02769,Advanced,51,193.7,11/1/2021
c06016,Physics Course 6016,Physics,i01004,Intermediate,8,97.04,10/4/2023
c06017,Math Course 6017,Math,i02022,Advanced,15,135.78,8/16/2023
c06018,Music Course 6018,Music,i00908,Beginner,29,59.7,8/24/2021
c06019,Music Course 6019,Music,i08378,Intermediate,50,85.75,8/12/2022
c06020,Data Science Course 6020,Data Science,i09809,Advanced,33,190.18,6/20/2018
c06021,History Course 6021,History,i07230,Intermediate,8,54.57,1/12/2022
c06022,Design Course 6022,Design,i06869,Beginner,11,53.42,11/18/2022
c06023,Programming Course 6023,Programming,i08329,Beginner,41,74.81,12/27/2020
c06024,AI Course 6024,AI,i04742,Advanced,32,107.72,2/15/2022
c06025,Business Course 6025,Business,i00535,Intermediate,16,119.68,4/8/2023
c06026,History Course 6026,History,i09291,Beginner,27,47.93,6/7/2023
c06027,Data Science Course 6027,Data Science,i05170,Advanced,21,123.72,11/17/2021
c06028,AI Course 6028,AI,i04101,Beginner,8,74.79,6/13/2021
c06029,Physics Course 6029,Physics,i01019,Advanced,51,139.15,8/24/2020
c06030,Math Course 6030,Math,i00618,Advanced,48,136.1,10/22/2021
c06031,Physics Course 6031,Physics,i07722,Intermediate,48,70.83,10/9/2021
c06032,Business Course 6032,Business,i05581,Beginner,42,54.66,12/2/2022
c06033,Biology Course 6033,Biology,i09699,Intermediate,17,64.41,1/31/2021
c06034,Data Science Course 6034,Data Science,i09893,Beginner,19,60.67,11/23/2021
c06035,History Course 6035,History,i08272,Beginner,22,22.1,4/18/2023
c06036,Biology Course 6036,Biology,i01401,Intermediate,9,91.49,11/10/2018
c06037,Physics Course 6037,Physics,i00502,Beginner,51,47.29,6/12/2020
c06038,Design Course 6038,Design,i06442,Intermediate,48,127.53,11/25/2022
c06039,Math Course 6039,Math,i05481,Intermediate,33,73.63,3/9/2023
c06040,Data Science Course 6040,Data Science,i08920,Intermediate,31,108.31,3/6/2022
c06041,Design Course 6041,Design,i09226,Intermediate,35,110.09,1/20/2019
c06042,Design Course 6042,Design,i03674,Intermediate,52,98.43,1/19/2022
c06043,Physics Course 6043,Physics,i05243,Beginner,32,24.7,7/12/2021
c06044,Biology Course 6044,Biology,i05391,Intermediate,44,93.96,8/22/2020
c06045,Music Course 6045,Music,i01996,Advanced,11,136.48,9/12/2021
c06046,Music Course 6046,Music,i03324,Intermediate,44,107.12,6/28/2022
c06047,Data Science Course 6047,Data Science,i06946,Beginner,49,57.18,11/20/2020
c06048,Design Course 6048,Design,i08496,Advanced,54,148.11,3/10/2022
c06049,Physics Course 6049,Physics,i08682,Advanced,22,108.56,10/25/2021
c06050,AI Course 6050,AI,i03484,Beginner,24,33.99,6/4/2022
c06051,Music Course 6051,Music,i07030,Intermediate,22,97,4/30/2021
c06052,AI Course 6052,AI,i01687,Beginner,12,21.79,3/12/2023
c06053,Programming Course 6053,Programming,i02972,Advanced,10,147.52,1/21/2023
c06054,Physics Course 6054,Physics,i03694,Intermediate,15,57.04,2/20/2021
c06055,Business Course 6055,Business,i00968,Beginner,47,23.46,3/3/2023
c06056,Physics Course 6056,Physics,i02894,Advanced,40,190.49,1/2/2022
c06057,AI Course 6057,AI,i03080,Intermediate,27,88.86,6/7/2020
c06058,AI Course 6058,AI,i04725,Advanced,54,129.5,4/19/2023
c06059,Design Course 6059,Design,i02790,Intermediate,10,103.22,9/18/2021
c06060,Music Course 6060,Music,i05836,Beginner,53,29.2,9/2/2022
c06061,History Course 6061,History,i03795,Advanced,24,136.77,5/4/2023
c06062,Programming Course 6062,Programming,i08886,Intermediate,11,110.38,3/28/2021
c06063,AI Course 6063,AI,i02060,Intermediate,37,73.3,8/9/2023
c06064,Music Course 6064,Music,i02190,Advanced,6,176.87,5/7/2022
c06065,Design Course 6065,Design,i03617,Beginner,24,45.14,11/29/2021
c06066,Physics Course 6066,Physics,i04036,Advanced,6,142.28,9/19/2022
c06067,Design Course 6067,Design,i01708,Advanced,6,197.9,3/8/2019
c06068,Programming Course 6068,Programming,i09187,Intermediate,45,129.7,2/22/2023
c06069,Data Science Course 6069,Data Science,i04254,Intermediate,53,67.66,9/21/2023
c06070,Biology Course 6070,Biology,i00812,Intermediate,33,121.18,9/3/2023
c06071,Business Course 6071,Business,i06588,Advanced,14,119.53,7/27/2023
c06072,Programming Course 6072,Programming,i09406,Beginner,36,32.7,12/16/2022
c06073,Music Course 6073,Music,i06369,Advanced,28,122.13,6/26/2020
c06074,Math Course 6074,Math,i02820,Advanced,42,118.26,9/4/2021
c06075,Programming Course 6075,Programming,i08345,Advanced,38,153.52,5/14/2022
c06076,AI Course 6076,AI,i03331,Advanced,36,103.07,2/25/2023
c06077,Biology Course 6077,Biology,i04201,Beginner,27,53.35,12/16/2022
c06078,Music Course 6078,Music,i09941,Beginner,51,78.02,8/11/2022
c06079,Math Course 6079,Math,i01431,Intermediate,7,86.51,2/7/2022
c06080,Physics Course 6080,Physics,i05815,Intermediate,54,93.13,10/22/2018
c06081,Data Science Course 6081,Data Science,i09090,Beginner,18,36.3,9/18/2022
c06082,Math Course 6082,Math,i06941,Intermediate,9,115.33,6/18/2022
c06083,History Course 6083,History,i01484,Intermediate,13,70.94,12/2/2022
c06084,AI Course 6084,AI,i09222,Advanced,35,107.19,3/16/2021
c06085,Data Science Course 6085,Data Science,i07679,Advanced,51,197.93,7/17/2018
c06086,History Course 6086,History,i09885,Advanced,28,117.04,1/19/2022
c06087,Design Course 6087,Design,i08219,Advanced,19,109.97,4/5/2022
c06088,Biology Course 6088,Biology,i07076,Intermediate,46,124.15,8/26/2021
c06089,Data Science Course 6089,Data Science,i05006,Intermediate,6,77.42,6/23/2022
c06090,AI Course 6090,AI,i09165,Intermediate,12,65.85,6/18/2020
c06091,History Course 6091,History,i04416,Beginner,48,49.26,9/3/2022
c06092,Data Science Course 6092,Data Science,i01309,Advanced,5,103.25,12/29/2023
c06093,Math Course 6093,Math,i08428,Intermediate,6,60.92,12/17/2021
c06094,Music Course 6094,Music,i07087,Advanced,33,183.86,12/7/2023
c06095,Biology Course 6095,Biology,i08585,Beginner,28,24.97,2/4/2023
c06096,Design Course 6096,Design,i04826,Intermediate,11,123.05,12/29/2020
c06097,Math Course 6097,Math,i05852,Advanced,14,120.46,8/22/2021
c06098,Physics Course 6098,Physics,i00543,Advanced,9,194.34,5/8/2019
c06099,Math Course 6099,Math,i07360,Intermediate,30,90.21,9/14/2023
c06100,Physics Course 6100,Physics,i04709,Beginner,53,72.45,5/6/2020
c06101,AI Course 6101,AI,i02375,Advanced,53,155,9/8/2021
c06102,Programming Course 6102,Programming,i02384,Beginner,30,62.98,4/21/2021
c06103,AI Course 6103,AI,i05079,Advanced,48,196.59,1/3/2021
c06104,Biology Course 6104,Biology,i05312,Advanced,23,195.43,2/18/2023
c06105,Physics Course 6105,Physics,i07156,Beginner,24,46.66,2/14/2020
c06106,Math Course 6106,Math,i01847,Intermediate,39,91.98,8/16/2023
c06107,Design Course 6107,Design,i01564,Advanced,35,108,1/15/2023
c06108,Math Course 6108,Math,i03652,Beginner,6,20.59,1/15/2022
c06109,Data Science Course 6109,Data Science,i08784,Intermediate,26,128.72,8/23/2023
c06110,History Course 6110,History,i03994,Advanced,22,103.8,10/14/2020
c06111,Programming Course 6111,Programming,i01662,Intermediate,53,57.77,11/2/2021
c06112,Math Course 6112,Math,i06348,Intermediate,12,65.23,8/6/2023
c06113,Data Science Course 6113,Data Science,i09000,Advanced,13,123.03,2/24/2023
c06114,Music Course 6114,Music,i05802,Intermediate,29,102.82,9/29/2019
c06115,Biology Course 6115,Biology,i00846,Advanced,47,199.76,8/3/2021
c06116,AI Course 6116,AI,i02794,Beginner,17,33,10/11/2023
c06117,Programming Course 6117,Programming,i01210,Intermediate,32,94.79,9/23/2023
c06118,Biology Course 6118,Biology,i08949,Intermediate,10,79.11,1/29/2019
c06119,Physics Course 6119,Physics,i09025,Intermediate,17,122.42,5/3/2022
c06120,Physics Course 6120,Physics,i01026,Intermediate,12,114.35,10/24/2023
c06121,Music Course 6121,Music,i04493,Advanced,43,145.96,3/13/2023
c06122,Programming Course 6122,Programming,i02259,Beginner,5,58.64,11/29/2022
c06123,Business Course 6123,Business,i01876,Beginner,11,65.64,12/3/2023
c06124,Business Course 6124,Business,i08894,Intermediate,53,76.51,5/4/2022
c06125,Music Course 6125,Music,i05127,Beginner,43,75.48,11/29/2020
c06126,Biology Course 6126,Biology,i03509,Intermediate,6,66.11,12/11/2022
c06127,AI Course 6127,AI,i06856,Beginner,29,20.4,7/27/2022
c06128,Design Course 6128,Design,i01641,Intermediate,26,88.23,2/6/2022
c06129,Biology Course 6129,Biology,i03102,Intermediate,38,128.59,3/26/2022
c06130,AI Course 6130,AI,i09372,Beginner,51,41.78,4/7/2022
c06131,Physics Course 6131,Physics,i06032,Beginner,20,26.95,9/17/2020
c06132,Biology Course 6132,Biology,i04794,Advanced,23,174.95,10/30/2020
c06133,Design Course 6133,Design,i04595,Beginner,43,31.63,6/8/2023
c06134,Business Course 6134,Business,i05418,Advanced,8,104.4,12/27/2021
c06135,Design Course 6135,Design,i01189,Advanced,32,144.44,10/3/2022
c06136,Biology Course 6136,Biology,i04151,Intermediate,11,74.94,7/15/2023
c06137,Biology Course 6137,Biology,i06480,Beginner,41,66.31,5/30/2023
c06138,Biology Course 6138,Biology,i07632,Advanced,11,175.31,8/18/2020
c06139,Design Course 6139,Design,i05374,Beginner,49,26.29,5/20/2022
c06140,Design Course 6140,Design,i07091,Beginner,16,71.75,12/30/2023
c06141,Programming Course 6141,Programming,i00645,Beginner,13,35.14,8/26/2022
c06142,Programming Course 6142,Programming,i09850,Intermediate,22,63.92,8/28/2022
c06143,AI Course 6143,AI,i02099,Advanced,6,162.24,8/27/2022
c06144,Music Course 6144,Music,i00125,Beginner,15,77.68,6/18/2020
c06145,History Course 6145,History,i06510,Advanced,38,150.85,7/10/2020
c06146,Data Science Course 6146,Data Science,i08680,Advanced,12,102.2,11/7/2020
c06147,History Course 6147,History,i04703,Advanced,12,184.51,2/22/2023
c06148,History Course 6148,History,i05088,Advanced,20,171.65,3/5/2023
c06149,Design Course 6149,Design,i09223,Advanced,46,191,1/10/2023
c06150,Business Course 6150,Business,i03319,Beginner,33,38.29,6/1/2023
c06151,Programming Course 6151,Programming,i08406,Advanced,31,168.24,12/20/2021
c06152,Biology Course 6152,Biology,i06626,Beginner,12,26.26,6/29/2022
c06153,Biology Course 6153,Biology,i05256,Intermediate,24,50.35,9/18/2018
c06154,Physics Course 6154,Physics,i07173,Intermediate,13,120.73,12/9/2023
c06155,AI Course 6155,AI,i04995,Intermediate,31,72.53,8/4/2018
c06156,Design Course 6156,Design,i05542,Advanced,9,124.08,1/14/2021
c06157,Data Science Course 6157,Data Science,i02997,Beginner,32,22.78,12/7/2019
c06158,AI Course 6158,AI,i04064,Advanced,10,147.09,11/12/2020
c06159,Design Course 6159,Design,i08162,Beginner,46,40.86,6/5/2022
c06160,Music Course 6160,Music,i05999,Advanced,11,168.24,7/8/2023
c06161,Business Course 6161,Business,i04400,Intermediate,14,82.51,5/21/2020
c06162,Biology Course 6162,Biology,i07761,Advanced,17,147.28,4/19/2023
c06163,Data Science Course 6163,Data Science,i06557,Advanced,29,131.97,1/23/2021
c06164,Business Course 6164,Business,i00237,Advanced,21,192.68,10/18/2022
c06165,Biology Course 6165,Biology,i06044,Beginner,20,23.08,1/6/2020
c06166,AI Course 6166,AI,i02732,Advanced,25,152.18,11/4/2021
c06167,AI Course 6167,AI,i07978,Beginner,16,32.99,9/22/2021
c06168,Design Course 6168,Design,i09766,Advanced,10,183.06,1/11/2022
c06169,Math Course 6169,Math,i09953,Intermediate,6,66.08,11/25/2021
c06170,Programming Course 6170,Programming,i09187,Beginner,6,38.65,11/24/2020
c06171,Music Course 6171,Music,i00207,Beginner,6,36.42,7/27/2021
c06172,Business Course 6172,Business,i04029,Intermediate,51,81.27,7/7/2019
c06173,Math Course 6173,Math,i03422,Intermediate,17,121.75,7/30/2022
c06174,Biology Course 6174,Biology,i03323,Beginner,16,42.77,11/10/2023
c06175,Data Science Course 6175,Data Science,i00904,Beginner,41,58.78,7/3/2019
c06176,Math Course 6176,Math,i04600,Intermediate,34,99.19,1/11/2023
c06177,AI Course 6177,AI,i05150,Beginner,9,41.18,6/17/2023
c06178,AI Course 6178,AI,i07440,Beginner,36,60.52,9/20/2022
c06179,History Course 6179,History,i06499,Beginner,47,67.23,10/2/2020
c06180,Design Course 6180,Design,i03912,Beginner,21,34.34,2/3/2021
c06181,History Course 6181,History,i09122,Beginner,24,47.96,11/21/2023
c06182,Business Course 6182,Business,i07590,Beginner,48,29.31,7/28/2022
c06183,Data Science Course 6183,Data Science,i00101,Beginner,42,47.46,6/19/2020
c06184,Design Course 6184,Design,i00518,Advanced,21,199.43,5/18/2022
c06185,Design Course 6185,Design,i02959,Beginner,10,56.85,8/15/2022
c06186,AI Course 6186,AI,i01647,Advanced,16,167.53,12/14/2019
c06187,Programming Course 6187,Programming,i06992,Beginner,54,75.12,12/7/2022
c06188,Design Course 6188,Design,i06267,Intermediate,10,65.48,10/5/2019
c06189,Biology Course 6189,Biology,i05828,Beginner,11,26.4,1/25/2022
c06190,Programming Course 6190,Programming,i08948,Advanced,32,111.85,4/12/2022
c06191,Data Science Course 6191,Data Science,i05049,Advanced,46,189.2,5/18/2022
c06192,Design Course 6192,Design,i06640,Intermediate,53,113.8,4/20/2023
c06193,Physics Course 6193,Physics,i01115,Beginner,49,23.33,7/23/2021
c06194,Music Course 6194,Music,i05654,Beginner,42,23.44,8/4/2020
c06195,AI Course 6195,AI,i04240,Intermediate,24,105.12,1/25/2021
c06196,Data Science Course 6196,Data Science,i09433,Advanced,44,104.31,4/29/2019
c06197,Math Course 6197,Math,i00420,Beginner,18,78.8,1/13/2022
c06198,Physics Course 6198,Physics,i04543,Advanced,36,133.95,8/7/2023
c06199,Math Course 6199,Math,i07355,Beginner,28,26.19,2/4/2023
c06200,Data Science Course 6200,Data Science,i08430,Intermediate,43,119.6,8/1/2022
c06201,Design Course 6201,Design,i08574,Intermediate,25,101.17,4/9/2021
c06202,Physics Course 6202,Physics,i07052,Intermediate,6,94.68,1/18/2022
c06203,Math Course 6203,Math,i07871,Intermediate,43,54.62,11/9/2021
c06204,History Course 6204,History,i05410,Beginner,54,68.72,4/10/2021
c06205,Programming Course 6205,Programming,i02056,Advanced,36,112.59,11/11/2021
c06206,Biology Course 6206,Biology,i00143,Intermediate,24,66.82,10/1/2022
c06207,AI Course 6207,AI,i03810,Advanced,15,176.8,3/31/2022
c06208,Programming Course 6208,Programming,i06739,Advanced,16,156.54,4/30/2021
c06209,Biology Course 6209,Biology,i07633,Beginner,44,21.78,11/5/2022
c06210,Business Course 6210,Business,i02712,Advanced,15,172.07,6/17/2021
c06211,Programming Course 6211,Programming,i02208,Intermediate,7,77.02,12/29/2023
c06212,History Course 6212,History,i06574,Advanced,19,185.2,2/1/2022
c06213,Data Science Course 6213,Data Science,i04752,Intermediate,15,81.76,9/7/2023
c06214,Data Science Course 6214,Data Science,i05809,Advanced,13,194.96,5/28/2023
c06215,Biology Course 6215,Biology,i08736,Intermediate,24,100.71,12/5/2020
c06216,Physics Course 6216,Physics,i02799,Beginner,49,71,4/23/2023
c06217,Data Science Course 6217,Data Science,i01780,Beginner,49,62.78,10/24/2023
c06218,Music Course 6218,Music,i05272,Advanced,17,189.4,10/17/2023
c06219,Physics Course 6219,Physics,i03062,Advanced,7,169.76,1/14/2023
c06220,Business Course 6220,Business,i09272,Beginner,36,71.86,4/3/2022
c06221,Design Course 6221,Design,i05891,Beginner,22,45.38,3/21/2019
c06222,Physics Course 6222,Physics,i03423,Intermediate,18,92.73,6/13/2022
