enrollment_id,student_id,course_id,enrollment_date,status,progress_percent
E003464,S025375,C046689,2024-12-30,Active,25
E003465,S012528,C008071,2023-07-18,Completed,79
E003466,S032438,C036708,2024-10-25,Active,69
E003467,S005067,C024268,2024-08-05,Active,96
E003468,S015922,C006092,2024-11-01,Active,78
E003469,S001877,C025543,2024-08-31,Completed,89
E003470,S014633,C049722,2024-12-28,Active,74
E003471,S002092,C032336,2024-04-12,Dropped,99
E003472,S001678,C048690,2024-12-07,Completed,89
E003473,S044655,C025721,2023-02-08,Dropped,10
E003474,S003998,C027267,2024-12-07,Dropped,7
E003475,S045658,C024124,2024-05-04,Dropped,45
E003476,S041565,C015809,2024-12-25,Active,81
E003477,S021356,C030621,2024-11-03,Dropped,48
E003478,S025218,C036584,2024-02-29,Active,23
E003479,S005835,C017518,2024-12-03,Completed,45
E003480,S041815,C023881,2024-12-22,Active,15
E003481,S021615,C014937,2024-12-21,Completed,65
E003482,S007782,C020407,2024-05-14,Dropped,19
E003483,S046814,C012716,2024-12-14,Completed,47
E003484,S025013,C042574,2024-12-05,Dropped,74
E003485,S011723,C038724,2024-11-30,Dropped,29
E003486,S024288,C029994,2024-11-29,Dropped,71
E003487,S047459,C026890,2024-12-25,Dropped,63
E003488,S042475,C024236,2022-02-13,Completed,15
E003489,S014134,C007825,2024-12-17,Dropped,75
E003490,S021601,C047857,2023-10-14,Completed,97
E003491,S000354,C047355,2023-04-03,Completed,73
E003492,S008925,C020021,2024-08-27,Dropped,32
E003493,S048309,C014967,2023-09-30,Completed,9
E003494,S029109,C021355,2024-06-24,Completed,32
E003495,S024641,C018335,2024-09-03,Dropped,97
E003496,S032769,C022995,2022-10-21,Active,92
E003497,S013324,C046910,2024-03-26,Active,42
E003498,S001998,C043462,2024-12-23,Active,3
E003499,S016790,C029159,2024-12-25,Completed,35
E003500,S043616,C040143,2024-09-29,Completed,65
E003501,S034622,C003588,2024-06-13,Completed,82
E003502,S013839,C046654,2024-12-12,Active,38
E003503,S020804,C020605,2024-11-20,Dropped,51
E003504,S021090,C018463,2024-11-15,Active,91
E003505,S033642,C000633,2024-09-12,Dropped,90
E003506,S033269,C037519,2024-12-27,Dropped,3
E003507,S027269,C000185,2024-01-13,Completed,94
E003508,S017557,C020724,2024-06-28,Active,25
E003509,S019784,C022728,2024-12-01,Completed,24
E003510,S047584,C013556,2024-11-02,Dropped,10
E003511,S004681,C014016,2024-07-22,Active,9
E003512,S044475,C001095,2024-07-17,Completed,68
E003513,S037577,C023114,2023-12-26,Active,31
E003514,S019720,C028378,2024-12-22,Active,14
E003515,S013382,C016300,2024-11-10,Dropped,59
E003516,S007985,C012164,2024-10-18,Completed,10
E003517,S030230,C011792,2023-12-16,Active,15
E003518,S036570,C021635,2024-12-27,Dropped,85
E003519,S035438,C025546,2023-08-19,Dropped,88
E003520,S031584,C002105,2024-02-15,Dropped,15
E003521,S005328,C027801,2024-12-28,Dropped,13
E003522,S026913,C022205,2024-08-27,Active,91
E003523,S022119,C028528,2024-11-03,Completed,25
E003524,S023462,C003840,2024-04-19,Active,13
E003525,S012426,C008259,2024-03-27,Active,57
E003526,S002511,C037818,2024-11-24,Completed,42
E003527,S001347,C017390,2024-05-18,Dropped,89
E003528,S035329,C041348,2023-12-08,Active,30
E003529,S008594,C027493,2024-10-30,Completed,7
E003530,S038455,C008016,2024-11-15,Active,18
E003531,S012381,C033964,2024-10-06,Completed,43
E003532,S015074,C009607,2024-10-15,Active,35
E003533,S035180,C008212,2024-12-02,Active,44
E003534,S000433,C031551,2024-11-11,Active,28
E003535,S037993,C030433,2024-08-24,Dropped,49
E003536,S019298,C033615,2024-11-16,Completed,23
E003537,S044898,C037552,2024-12-26,Active,86
E003538,S029289,C009296,2024-10-18,Dropped,6
E003539,S016947,C013767,2023-11-09,Completed,88
E003540,S038448,C020822,2024-05-20,Active,68
E003541,S030188,C028800,2024-08-16,Active,43
E003542,S007834,C018198,2024-12-13,Completed,36
E003543,S034803,C038752,2024-09-11,Completed,89
E003544,S035860,C012408,2024-11-23,Dropped,41
E003545,S023368,C000125,2024-06-06,Completed,30
E003546,S037044,C008849,2024-05-20,Dropped,97
E003547,S039212,C039094,2024-12-28,Completed,100
E003548,S001634,C019623,2024-08-06,Active,40
E003549,S024155,C044410,2024-04-13,Dropped,74
E003550,S037339,C036723,2024-10-17,Dropped,39
E003551,S039161,C033898,2023-12-29,Dropped,21
E003552,S042589,C006665,2023-05-27,Active,94
E003553,S006134,C024422,2024-12-16,Dropped,31
E003554,S009458,C049871,2024-12-09,Active,6
E003555,S035816,C033264,2023-09-06,Dropped,76
E003556,S040239,C026980,2022-01-07,Completed,11
E003557,S035542,C005863,2024-11-14,Dropped,73
E003558,S025330,C039370,2024-11-23,Active,79
E003559,S041453,C035622,2024-11-10,Active,92
E003560,S031335,C022653,2024-06-01,Dropped,34
E003561,S036248,C042462,2024-11-24,Dropped,94
E003562,S045924,C004278,2024-06-02,Completed,11
E003563,S009089,C023089,2024-11-01,Completed,12
E003564,S006212,C012579,2024-12-03,Active,89
E003565,S005350,C034577,2024-11-10,Active,63
E003566,S030526,C024723,2024-06-06,Active,95
E003567,S013885,C038387,2024-09-26,Dropped,30
E003568,S049762,C032273,2022-09-09,Active,89
E003569,S035768,C020408,2024-09-08,Completed,21
E003570,S001848,C040886,2023-12-18,Active,95
E003571,S031093,C007617,2024-12-10,Completed,100
E003572,S023261,C049790,2024-08-26,Completed,72
E003573,S026126,C000486,2024-12-29,Dropped,84
E003574,S018435,C046187,2023-12-16,Completed,45
E003575,S012243,C016045,2024-12-18,Completed,9
E003576,S008502,C014530,2024-12-29,Completed,49
E003577,S024971,C029897,2024-10-20,Dropped,12
E003578,S035618,C003192,2024-04-19,Active,32
E003579,S036985,C017041,2024-11-24,Dropped,74
E003580,S006660,C026261,2024-07-21,Completed,49
E003581,S040647,C030910,2024-05-29,Active,49
E003582,S013901,C020991,2024-07-26,Dropped,70
E003583,S035568,C010627,2024-09-27,Active,30
E003584,S006731,C014595,2024-10-10,Active,45
E003585,S033817,C032560,2023-07-27,Completed,40
E003586,S020671,C048330,2024-12-11,Dropped,71
E003587,S023718,C038798,2024-03-04,Dropped,93
E003588,S038145,C035270,2024-09-18,Completed,44
E003589,S010072,C032341,2023-07-19,Active,51
E003590,S042869,C039446,2024-10-21,Active,21
E003591,S038958,C039921,2024-07-26,Dropped,54
E003592,S025541,C029623,2024-09-11,Completed,45
E003593,S046762,C011093,2024-08-15,Active,1
E003594,S018575,C041169,2023-01-28,Completed,55
E003595,S044866,C002281,2024-12-25,Dropped,73
E003596,S016207,C000930,2023-11-27,Dropped,38
E003597,S036165,C028759,2024-11-16,Active,89
E003598,S049675,C037132,2024-12-27,Completed,24
E003599,S003189,C032343,2024-12-12,Completed,92
E003600,S038285,C042617,2023-12-11,Active,34
E003601,S023865,C034517,2024-12-11,Active,7
E003602,S028604,C021366,2024-08-07,Completed,87
E003603,S002472,C047324,2024-12-23,Completed,48
E003604,S015850,C048570,2024-12-06,Dropped,100
E003605,S024427,C033641,2024-12-19,Active,25
E003606,S003284,C026322,2024-06-26,Completed,36
E003607,S014926,C033439,2024-08-08,Completed,62
E003608,S005288,C012516,2024-11-12,Completed,20
E003609,S041971,C009460,2024-09-26,Active,20
E003610,S023528,C045107,2024-10-24,Completed,84
E003611,S029917,C005362,2024-09-18,Active,95
E003612,S010527,C030499,2023-10-17,Completed,47
E003613,S028468,C034040,2024-11-24,Dropped,63
E003614,S005479,C011662,2024-08-27,Dropped,5
E003615,S000488,C000193,2024-09-29,Dropped,17
E003616,S049306,C037895,2024-02-07,Dropped,93
E003617,S028138,C001817,2024-10-04,Completed,16
E003618,S029977,C020699,2024-03-31,Completed,67
E003619,S015143,C048868,2024-09-11,Dropped,8
E003620,S017729,C016073,2022-08-11,Active,16
E003621,S043913,C014118,2024-12-27,Dropped,22
E003622,S015452,C039589,2024-12-22,Active,70
E003623,S037253,C016477,2024-10-14,Active,85
E003624,S044287,C023293,2024-12-25,Active,76
E003625,S046878,C014889,2023-12-21,Dropped,21
E003626,S007374,C045164,2024-12-01,Active,57
E003627,S046898,C021118,2024-09-29,Completed,61
E003628,S030278,C045163,2024-10-02,Completed,22
E003629,S027806,C022115,2024-07-17,Dropped,18
E003630,S024029,C005811,2024-12-30,Active,53
E003631,S029201,C015530,2024-12-30,Active,57
E003632,S021613,C042708,2024-06-02,Completed,6
E003633,S008859,C031350,2024-11-07,Dropped,43
E003634,S018746,C004879,2024-12-17,Dropped,80
E003635,S049689,C047447,2023-12-11,Completed,81
E003636,S046507,C020820,2024-09-19,Active,78
E003637,S037236,C029573,2024-12-01,Dropped,11
E003638,S046488,C045701,2024-12-15,Dropped,72
E003639,S025554,C032740,2024-02-18,Dropped,16
E003640,S042607,C003760,2024-11-14,Active,3
E003641,S037268,C027123,2024-05-04,Dropped,10
E003642,S029267,C049320,2024-07-26,Dropped,18
E003643,S030317,C016336,2024-05-13,Active,46
E003644,S020196,C045959,2024-10-09,Dropped,95
E003645,S012249,C004723,2024-12-12,Dropped,58
E003646,S013393,C033719,2024-11-30,Active,29
E003647,S018878,C027079,2024-11-22,Completed,20
E003648,S004262,C035420,2024-11-09,Dropped,83
E003649,S003616,C013659,2024-11-28,Dropped,50
E003650,S006952,C012569,2024-04-12,Completed,81
E003651,S008887,C021423,2024-09-16,Completed,12
E003652,S011496,C023106,2021-12-11,Completed,29
E003653,S000526,C031432,2024-12-29,Completed,27
E003654,S047994,C018035,2024-11-23,Completed,24
E003655,S028123,C015009,2024-11-02,Completed,61
E003656,S002093,C022995,2024-07-12,Active,61
E003657,S044991,C026542,2024-08-28,Dropped,66
E003658,S049914,C017854,2024-10-13,Dropped,79
E003659,S040327,C025578,2024-10-17,Dropped,77
E003660,S007065,C004748,2024-06-18,Dropped,60
E003661,S037198,C041111,2024-10-22,Active,94
E003662,S034689,C034539,2024-07-17,Dropped,95
E003663,S024997,C034188,2024-12-20,Active,47
E003664,S007309,C045144,2024-11-20,Active,25
E003665,S005374,C015673,2024-07-10,Active,28
E003666,S020361,C001754,2024-03-09,Dropped,97
E003667,S025156,C037690,2024-06-03,Active,74
E003668,S019726,C040589,2024-12-22,Dropped,22
E003669,S010671,C046963,2024-12-06,Dropped,34
E003670,S039458,C010269,2024-10-11,Dropped,87
E003671,S037763,C046064,2024-03-10,Active,35
E003672,S048789,C020645,2024-10-01,Active,7
E003673,S019144,C003017,2024-12-29,Dropped,13
E003674,S008090,C018106,2024-03-26,Dropped,62
E003675,S030299,C020250,2024-12-04,Completed,99
E003676,S043718,C012179,2024-11-04,Active,62
E003677,S017479,C023582,2024-12-10,Completed,93
E003678,S029816,C035644,2023-07-21,Dropped,69
E003679,S049192,C020442,2024-12-11,Dropped,70
E003680,S000598,C037117,2024-12-24,Active,9
E003681,S020223,C000010,2023-12-13,Completed,29
E003682,S006624,C015281,2024-12-24,Active,13
E003683,S049568,C003276,2024-11-09,Dropped,77
E003684,S044287,C023644,2023-05-26,Completed,96
E003685,S042271,C026704,2024-02-19,Dropped,95
E003686,S048937,C001904,2023-09-24,Completed,76
E003687,S047600,C042278,2024-12-25,Active,4
E003688,S001215,C030031,2024-12-27,Active,97
E003689,S001525,C039785,2024-07-03,Dropped,33
E003690,S043699,C008944,2024-06-20,Active,45
E003691,S035499,C040294,2024-12-22,Completed,21
E003692,S002444,C012030,2024-11-21,Active,95
E003693,S009080,C045601,2024-12-26,Active,77
E003694,S021655,C029239,2024-12-27,Dropped,96
E003695,S043440,C031536,2024-10-31,Dropped,31
E003696,S037432,C013711,2024-10-11,Dropped,97
E003697,S043430,C028219,2024-03-07,Dropped,94
E003698,S045302,C033181,2023-05-01,Active,99
E003699,S015559,C023346,2024-12-01,Completed,31
E003700,S038374,C011893,2024-12-23,Active,56
E003701,S036781,C004805,2024-08-21,Completed,20
E003702,S022823,C020111,2024-06-01,Active,44
E003703,S019844,C024948,2024-04-20,Dropped,55
E003704,S012512,C015367,2024-11-28,Completed,59
E003705,S048813,C011133,2024-11-25,Dropped,12
E003706,S007036,C013531,2023-05-24,Active,4
E003707,S022054,C030484,2024-11-06,Dropped,53
E003708,S004713,C048686,2024-12-29,Dropped,31
E003709,S033520,C032826,2024-10-08,Completed,26
E003710,S015837,C005127,2024-12-22,Active,61
E003711,S013014,C039824,2024-12-25,Dropped,15
E003712,S044879,C040470,2022-11-30,Completed,65
E003713,S007517,C000732,2024-08-16,Dropped,12
E003714,S048619,C047688,2024-11-03,Completed,96
E003715,S036689,C002080,2024-11-18,Active,51
E003716,S021413,C006441,2024-01-06,Dropped,9
E003717,S023992,C028638,2024-11-21,Completed,49
E003718,S026900,C044109,2024-08-27,Completed,79
E003719,S033008,C027991,2024-10-23,Dropped,8
E003720,S036043,C011060,2023-05-24,Active,85
E003721,S015745,C025293,2024-05-16,Dropped,100
E003722,S015918,C039599,2024-05-24,Active,19
E003723,S025684,C005229,2022-08-01,Completed,16
E003724,S004792,C008718,2024-08-18,Active,5
E003725,S011287,C032598,2023-10-08,Completed,54
E003726,S020727,C046705,2024-12-02,Dropped,7
E003727,S004739,C049666,2024-11-26,Active,30
E003728,S000829,C036686,2023-04-15,Completed,3
E003729,S034155,C014030,2024-02-13,Dropped,51
E003730,S031129,C016440,2024-10-30,Dropped,20
E003731,S048902,C003298,2023-02-22,Active,30
E003732,S020315,C034326,2024-08-27,Dropped,39
E003733,S020671,C041276,2024-06-12,Dropped,22
E003734,S031368,C037325,2024-08-21,Active,69
E003735,S011071,C007848,2024-12-25,Completed,70
E003736,S035432,C041034,2022-03-20,Active,87
E003737,S049650,C019351,2024-11-22,Active,63
E003738,S027676,C043945,2024-07-22,Active,30
E003739,S038445,C044589,2024-11-29,Dropped,14
E003740,S017445,C013567,2023-12-08,Completed,29
E003741,S024639,C036482,2024-08-28,Active,66
E003742,S049998,C028635,2023-12-26,Active,69
E003743,S040127,C040066,2024-09-24,Completed,49
E003744,S027707,C008412,2024-10-24,Dropped,87
E003745,S037428,C043310,2024-12-07,Dropped,55
E003746,S026093,C047241,2024-06-18,Active,2
E003747,S012883,C010173,2024-10-17,Completed,92
E003748,S026935,C035555,2024-12-04,Dropped,47
E003749,S009044,C020369,2024-07-29,Dropped,40
E003750,S004486,C007614,2024-06-18,Dropped,95
E003751,S008373,C007408,2024-10-13,Completed,90
E003752,S007565,C000692,2024-12-28,Completed,15
E003753,S030589,C046868,2024-04-18,Dropped,70
E003754,S017247,C026819,2024-09-10,Active,22
E003755,S016225,C045908,2023-09-21,Completed,79
E003756,S042280,C035171,2024-12-10,Completed,94
E003757,S038980,C048402,2024-12-27,Dropped,73
E003758,S029252,C016609,2024-08-27,Active,18
E003759,S047400,C020998,2024-12-27,Active,72
E003760,S041519,C001044,2024-10-30,Dropped,1
E003761,S012032,C042268,2024-12-29,Dropped,84
E003762,S020382,C033091,2024-06-05,Dropped,55
E003763,S006757,C037830,2022-12-27,Dropped,37
E003764,S041074,C019538,2023-07-11,Completed,39
E003765,S042578,C044504,2024-01-05,Active,49
E003766,S006042,C044766,2024-07-14,Active,26
E003767,S023633,C027921,2024-12-17,Active,41
E003768,S005784,C016522,2024-05-04,Dropped,80
E003769,S037970,C039344,2024-12-28,Completed,66
E003770,S014737,C049386,2024-01-03,Completed,82
E003771,S047688,C013953,2024-10-18,Completed,53
E003772,S008743,C019701,2024-12-30,Active,74
E003773,S010088,C024199,2024-10-12,Completed,67
E003774,S005689,C013420,2024-02-10,Completed,6
E003775,S022458,C037342,2024-09-04,Dropped,62
E003776,S013638,C036854,2024-10-23,Dropped,33
E003777,S033591,C018431,2024-12-14,Active,81
E003778,S016132,C014597,2024-03-16,Completed,21
E003779,S025587,C044871,2024-08-18,Active,21
E003780,S035056,C030165,2024-05-23,Active,22
E003781,S013523,C016073,2024-10-06,Completed,63
E003782,S021862,C024141,2024-09-24,Completed,96
E003783,S032181,C002352,2024-07-29,Completed,31
E003784,S040494,C012981,2024-08-11,Dropped,47
E003785,S048627,C019105,2023-07-18,Active,26
E003786,S037195,C002377,2024-12-29,Completed,22
E003787,S031691,C006014,2024-11-15,Completed,50
E003788,S013310,C026401,2024-09-14,Dropped,19
E003789,S010685,C038208,2024-12-27,Dropped,14
E003790,S004951,C035433,2022-06-25,Active,55
E003791,S006203,C023178,2023-12-09,Completed,49
E003792,S048912,C005610,2024-12-08,Completed,100
E003793,S049026,C028871,2024-12-06,Completed,56
E003794,S038865,C013501,2024-11-01,Dropped,58
E003795,S033947,C008482,2024-06-09,Dropped,40
E003796,S026584,C013928,2024-11-30,Dropped,62
E003797,S018385,C043175,2024-12-17,Completed,74
E003798,S048759,C040894,2024-08-13,Dropped,48
E003799,S042517,C006694,2024-12-29,Active,72
E003800,S049159,C042454,2024-12-18,Active,49
E003801,S049233,C047298,2024-12-28,Completed,68
E003802,S034812,C017688,2023-04-07,Dropped,3
E003803,S015490,C031404,2024-12-26,Completed,59
E003804,S001703,C036983,2024-02-17,Active,46
E003805,S040738,C048247,2024-03-16,Dropped,22
E003806,S019027,C030483,2024-11-18,Active,68
E003807,S047296,C007330,2024-02-06,Active,8
E003808,S029447,C001671,2024-09-04,Active,35
E003809,S026849,C008773,2024-05-27,Dropped,70
E003810,S048131,C030306,2024-07-25,Completed,81
E003811,S033201,C030030,2024-04-18,Dropped,16
E003812,S029662,C046828,2024-11-06,Completed,75
E003813,S026255,C003513,2024-10-07,Completed,38
E003814,S041159,C004842,2024-11-12,Dropped,71
E003815,S040499,C044846,2024-07-04,Completed,16
E003816,S003599,C010787,2024-12-28,Dropped,76
E003817,S045314,C020061,2024-11-14,Completed,90
E003818,S049917,C023637,2024-11-19,Dropped,19
E003819,S033530,C007925,2024-01-16,Active,43
E003820,S019476,C036978,2024-08-04,Completed,69
E003821,S040370,C041514,2024-12-27,Completed,0
E003822,S042397,C001756,2024-12-24,Active,7
E003823,S039487,C000984,2024-11-10,Dropped,3
E003824,S044380,C022486,2024-12-28,Dropped,25
E003825,S023544,C043261,2023-12-11,Dropped,80
E003826,S029625,C032694,2024-11-26,Dropped,5
E003827,S012946,C007959,2024-11-02,Dropped,20
E003828,S025741,C019328,2024-12-28,Dropped,64
E003829,S026245,C024631,2024-10-03,Completed,75
E003830,S019132,C025464,2024-10-01,Active,1
E003831,S042650,C014499,2024-11-17,Completed,37
E003832,S017169,C020154,2024-11-29,Active,3
E003833,S039521,C047939,2024-12-08,Dropped,69
E003834,S048180,C034696,2024-12-12,Active,7
E003835,S046951,C018378,2024-12-01,Dropped,44
E003836,S013876,C042635,2024-08-06,Completed,2
E003837,S009215,C017730,2024-08-28,Active,94
E003838,S005040,C025115,2024-11-29,Dropped,8
E003839,S012866,C013362,2023-07-17,Active,44
E003840,S030230,C019356,2023-11-24,Active,81
E003841,S003426,C024569,2024-02-05,Active,20
E003842,S026094,C035340,2024-11-07,Active,22
E003843,S018667,C002644,2024-09-30,Dropped,28
E003844,S025212,C044550,2024-12-30,Completed,50
E003845,S039801,C024069,2024-11-18,Dropped,91
E003846,S037521,C040973,2024-10-30,Completed,77
E003847,S016404,C039178,2024-09-05,Active,5
E003848,S036420,C004816,2024-11-30,Active,96
E003849,S012203,C025169,2024-12-30,Completed,77
E003850,S011688,C009660,2024-12-24,Dropped,43
E003851,S009916,C010720,2024-12-30,Dropped,33
E003852,S044868,C010154,2024-12-18,Dropped,3
E003853,S009302,C023167,2024-12-30,Active,54
E003854,S040206,C049458,2024-09-07,Dropped,24
E003855,S028764,C011975,2024-12-17,Dropped,49
E003856,S009231,C048486,2024-10-11,Completed,16
E003857,S048367,C021608,2024-04-17,Dropped,98
E003858,S035752,C038197,2023-10-06,Dropped,7
E003859,S047559,C019523,2024-03-13,Dropped,2
E003860,S003997,C047587,2024-06-23,Active,44
E003861,S041822,C004440,2024-11-25,Completed,83
E003862,S042815,C027277,2024-03-27,Active,13
E003863,S038834,C007365,2024-09-16,Active,80
E003864,S024715,C020008,2024-02-27,Active,12
E003865,S034543,C039472,2024-04-06,Dropped,63
E003866,S003705,C048531,2024-09-28,Active,30
E003867,S000317,C030864,2024-04-08,Completed,69
E003868,S038484,C049266,2024-12-25,Active,17
E003869,S013884,C022352,2024-12-12,Active,31
E003870,S024270,C021064,2024-05-30,Active,46
E003871,S026217,C042294,2024-06-18,Dropped,10
E003872,S025910,C015678,2024-05-22,Active,35
E003873,S037412,C033640,2024-12-28,Dropped,54
E003874,S022744,C017581,2023-03-08,Active,63
E003875,S010698,C040278,2024-10-14,Dropped,87
E003876,S043685,C025302,2024-10-12,Completed,66
E003877,S010288,C039777,2024-10-04,Dropped,47
E003878,S018121,C044132,2023-10-21,Completed,53
E003879,S046896,C024523,2024-03-28,Active,77
E003880,S015718,C007873,2022-08-26,Completed,29
E003881,S027155,C028337,2024-12-27,Completed,95
E003882,S021858,C004360,2024-08-03,Dropped,67
E003883,S012005,C024938,2024-09-16,Completed,97
E003884,S021354,C005078,2024-02-14,Active,21
E003885,S014443,C017840,2024-08-21,Completed,90
E003886,S042684,C006422,2023-04-20,Dropped,65
E003887,S036988,C007643,2024-05-27,Dropped,0
E003888,S009403,C002297,2024-06-16,Dropped,92
E003889,S015397,C012396,2024-07-18,Completed,99
E003890,S039211,C024887,2024-02-11,Dropped,33
E003891,S028588,C000614,2024-07-27,Completed,36
E003892,S019246,C029106,2024-11-14,Active,82
E003893,S016319,C035651,2024-03-03,Active,68
E003894,S030784,C025069,2024-01-11,Active,15
E003895,S031125,C039094,2024-12-30,Dropped,89
E003896,S038449,C006820,2023-06-18,Active,64
E003897,S019369,C000464,2024-12-08,Completed,84
E003898,S019785,C003600,2024-11-21,Active,85
E003899,S016305,C003268,2024-07-02,Dropped,69
E003900,S043514,C027862,2024-12-03,Active,51
E003901,S026708,C036641,2024-12-27,Active,22
E003902,S043545,C047936,2022-06-23,Dropped,89
E003903,S016754,C021236,2024-10-10,Dropped,74
E003904,S002844,C022034,2024-10-20,Active,75
E003905,S027683,C044220,2024-09-11,Completed,77
E003906,S011553,C042393,2024-12-30,Dropped,1
E003907,S032385,C041657,2024-02-06,Active,45
E003908,S004737,C045807,2024-12-30,Completed,38
E003909,S018895,C022550,2024-08-14,Completed,33
E003910,S033810,C023387,2024-12-24,Completed,100
E003911,S049094,C049561,2024-05-24,Completed,19
E003912,S015509,C048744,2024-09-14,Dropped,73
E003913,S025521,C044708,2024-10-03,Completed,62
E003914,S024794,C030325,2024-11-23,Completed,1
E003915,S039079,C040120,2024-10-11,Dropped,24
E003916,S008699,C045382,2024-08-21,Active,53
E003917,S026545,C028428,2024-12-27,Dropped,85
E003918,S021515,C042382,2024-03-29,Dropped,86
E003919,S031030,C000380,2024-12-30,Active,92
E003920,S005365,C037670,2024-10-24,Active,60
E003921,S016346,C033904,2024-12-08,Completed,22
E003922,S014228,C036051,2023-12-31,Dropped,20
E003923,S009194,C042566,2024-12-15,Dropped,86
E003924,S034779,C035669,2024-07-22,Dropped,4
E003925,S003764,C012902,2024-12-07,Completed,12
E003926,S015313,C008052,2024-12-29,Completed,57
E003927,S004014,C016400,2024-12-02,Dropped,19
E003928,S002509,C026546,2022-08-27,Active,30
E003929,S018691,C024495,2023-06-23,Active,28
E003930,S022597,C017201,2024-11-14,Active,46
E003931,S043056,C038439,2024-05-03,Completed,21
E003932,S048067,C026953,2023-11-15,Active,43
E003933,S042626,C013137,2024-06-10,Completed,66
E003934,S019325,C024892,2024-06-06,Active,58
E003935,S042351,C048996,2024-12-06,Completed,2
E003936,S023643,C017154,2024-10-03,Dropped,21
E003937,S017594,C022549,2024-09-13,Active,7
E003938,S046965,C022180,2024-12-12,Completed,7
E003939,S015637,C027091,2024-08-29,Active,68
E003940,S001440,C038199,2024-12-28,Completed,20
E003941,S018095,C030132,2024-07-27,Active,81
E003942,S010101,C013692,2022-06-26,Active,74
E003943,S043086,C011673,2023-12-26,Completed,50
E003944,S043028,C048357,2024-10-09,Dropped,63
E003945,S004010,C000501,2024-06-29,Completed,75
E003946,S013120,C037306,2023-11-16,Active,26
E003947,S021955,C014984,2024-07-03,Dropped,1
E003948,S002791,C045317,2024-12-15,Completed,48
E003949,S002426,C027119,2024-05-07,Completed,77
E003950,S040090,C037395,2023-09-07,Dropped,20
E003951,S049480,C008896,2024-12-26,Dropped,29
E003952,S045889,C023985,2024-10-24,Active,33
E003953,S048729,C003575,2024-11-22,Dropped,27
E003954,S022778,C035070,2023-07-03,Active,4
E003955,S021203,C012175,2024-07-20,Completed,85
E003956,S032465,C039660,2023-06-18,Completed,12
E003957,S025236,C007098,2024-01-04,Active,72
E003958,S016660,C018794,2024-12-13,Completed,60
E003959,S036440,C029088,2024-12-16,Active,65
E003960,S009436,C002917,2024-01-06,Dropped,41
E003961,S003182,C032672,2024-07-05,Completed,87
E003962,S028428,C025404,2024-12-13,Dropped,14
E003963,S025223,C028387,2022-08-24,Active,10
E003964,S027740,C034770,2024-12-25,Active,50
E003965,S012796,C034225,2024-02-10,Active,10
E003966,S036897,C006611,2024-07-21,Completed,41
E003967,S035295,C032511,2024-04-15,Completed,15
E003968,S047640,C010119,2024-12-30,Dropped,5
E003969,S004388,C009395,2024-12-17,Dropped,93
E003970,S024242,C011979,2023-09-11,Completed,71
E003971,S031789,C020912,2024-11-06,Dropped,84
E003972,S032597,C033828,2024-10-31,Completed,97
E003973,S037227,C000438,2023-07-12,Completed,12
E003974,S041009,C044239,2024-02-17,Dropped,98
E003975,S019852,C013356,2024-12-24,Active,3
E003976,S005501,C039306,2024-07-08,Dropped,64
E003977,S001452,C036656,2024-09-21,Dropped,11
E003978,S020137,C003230,2024-04-25,Dropped,84
E003979,S044308,C020868,2024-12-05,Active,23
E003980,S036752,C033115,2024-11-28,Active,25
E003981,S006241,C009030,2024-12-09,Dropped,89
E003982,S001654,C035712,2024-12-30,Completed,33
E003983,S047041,C034606,2024-07-21,Active,8
E003984,S007757,C012331,2024-07-03,Active,71
E003985,S040860,C009427,2024-08-17,Dropped,30
E003986,S006669,C006250,2024-08-06,Active,44
E003987,S047986,C023137,2024-09-13,Completed,74
E003988,S046026,C009855,2024-05-05,Active,32
E003989,S037143,C041162,2024-08-03,Completed,92
E003990,S000222,C007738,2024-12-27,Completed,47
E003991,S041172,C026803,2024-12-19,Completed,20
E003992,S042295,C002573,2024-12-28,Completed,33
E003993,S023868,C019011,2024-11-07,Active,14
E003994,S005299,C003754,2024-06-10,Active,85
E003995,S019933,C007346,2024-02-27,Completed,85
E003996,S023298,C024935,2024-11-09,Active,92
E003997,S008202,C043220,2024-12-27,Completed,22
E003998,S029806,C014083,2024-11-24,Dropped,71
E003999,S012197,C034015,2024-09-28,Completed,64
E004000,S033880,C036449,2023-04-29,Dropped,86
E004001,S026521,C002978,2024-05-01,Active,58
E004002,S038640,C046198,2024-07-11,Active,36
E004003,S046440,C018556,2024-12-17,Active,90
E004004,S029180,C029916,2023-09-24,Active,92
E004005,S022078,C004287,2024-11-09,Active,27
E004006,S033120,C024553,2024-09-20,Dropped,41
E004007,S027362,C040151,2024-09-24,Active,70
E004008,S020959,C039612,2022-09-12,Dropped,51
E004009,S000847,C018156,2024-02-14,Active,69
E004010,S024560,C041672,2024-08-18,Dropped,33
E004011,S026312,C031422,2024-07-24,Dropped,23
E004012,S035399,C024327,2024-09-30,Active,64
E004013,S040981,C006956,2024-12-23,Dropped,48
E004014,S018385,C041765,2024-10-04,Completed,15
E004015,S024034,C023884,2024-03-02,Active,99
E004016,S040676,C037854,2024-12-07,Dropped,41
E004017,S004807,C024233,2024-06-12,Active,55
E004018,S011190,C010037,2024-12-09,Active,84
E004019,S024205,C037910,2023-09-02,Completed,15
E004020,S025046,C045612,2024-04-11,Active,68
E004021,S034623,C040652,2024-10-01,Active,72
